Age,Gender,Kids,Edu,Work Status,Annual Income,Current Occupation,How long have you held this position?: Years,How long have you held this position?: Months,Community size,Country of residence,Marital Status,Number of sons,Number of daughters,(DP 1) I waste a lot of time on trivial matters before getting to the final decisions,(DP 2) Even after I make a decision I delay acting upon it,(DP 3) I don’t make decisions unless I really have to,(DP 4) I delay making decisions until it’s too late,(DP 5) I put off making decisions until it’s too late,(AIP 1) I pay my bills on time,(AIP 2)I am prompt and on time for most appointments.,"(AIP 3)I lay out my clothes the night before I have an important appointment, so I won’t be late",(AIP 4) I find myself running later than I would like to be,(AIP 5) I don’t get things done on time,"(AIP 6) If someone were teaching a course on how to get things done on time, I would attend",(AIP 7) My friends and family think I wait until the last minute.,(AIP 8) I get important things done with time to spare,(AIP 9) I am not very good at meeting deadlines,(AIP 10) I find myself running out of time.,(AIP 11) I schedule doctor’s appointments when I am supposed to without delay,(AIP 12) I am more punctual than most people I know,"(AIP 13) I do routine maintenance (e.g., changing the car oil) on things I own as often as I should",(AIP 14)When I have to be somewhere at a certain time my friends expect me to run a bit late,(AIP 15)Putting things off till the last minute has cost me money in the past,(GP 1)I often find myself performing tasks that I had intended to do days before,"(GP2) I often miss concerts, sporting events, or the like because I don’t get around to buying tickets on time","(GP 3) When planning a party, I make the necessary arrangements well in advance","(GP 4) When it is time to get up in the morning, I most often get right out of bed",(GP 5) A letter may sit for days after I write it before mailing it possible,(GP 6) I generally return phone calls promptly,"(GP 7) Even jobs that require little else except sitting down and doing them, I find that they seldom get done for days",(GP 8) I usually make decisions as soon as possible,(GP 9) I generally delay before starting on work I have to do,"(GP 10) When traveling, I usually have to rush in preparing to arrive at the airport or station at the appropriate time","(GP 11) When preparing to go out, I am seldom caught having to do something at the last minute","(GP 12) In preparation for some deadlines, I often waste time by doing other things","(GP 13) If a bill for a small amount comes, I pay it right away",(GP 14) I usually return a “RSVP” request very shortly after receiving it,(GP 15) I often have a task finished sooner than necessary,(GP 16) I always seem to end up shopping for birthday gifts at the last minute,(GP 17) I usually buy even an essential item at the last minute,(GP 18) I usually accomplish all the things I plan to do in a day,(GP 19) I am continually saying “I’ll do it tomorrow”,(GP 20) I usually take care of all the tasks I have to do before I settle down and relax for the evening,(SWLS 1) In most ways my life is close to my ideal,(SWLS 2)The conditions of my life are excellent,(SWLS 3) I am satisfied with my life.,(SWLS 4) So far I have gotten the important things I want in life,"(SWLS 5) If I could live my life over, I would change almost nothing",Do you consider yourself a procrastinator?,Do others consider you a procrastinator?
45,Male,Yes Kids,ma,full-time,150000,0,6,0,Small City,France,Married,Male,1,2,5,4,2,2,4,4,3,4,4,1,5,4,5,2,4,3,2,4,4,4,3,2,4,4,2,5,4,4,1,4,4,4,4,4,3,2,5,4,4,2,5,3,3,4,yes,yes
55,Female,No Kids,ma,part-time,,Sales,10,0,Large-City,France,Single,0,0,4,3,3,3,3,2,2,2,3,4,3,5,4,4,5,4,3,3,3,4,5,4,3,1,4,3,4,3,5,3,3,5,4,3,5,4,4,4,4,3,4,4,5,4,5,yes,yes
28,Female,No Kids,phd,full-time,,,3,0,Small Town,France,Single,0,0,4,4,4,4,4,2,2,2,4,4,5,4,5,5,5,4,4,4,3,2,5,2,2,5,4,2,5,4,5,4,2,5,4,3,5,2,3,4,5,5,1,4,2,2,2,yes,yes
28,Female,No Kids,deg,full-time,25000,,0,1,Village,France,Married,0,0,2,3,2,2,2,1,1,5,3,3,4,3,3,1,4,5,3,5,5,3,2,1,2,2,4,2,4,2,4,2,4,3,2,2,2,4,2,2,3,3,4,4,4,5,3,yes,no
37.5,Female,No Kids,deg,unemployed,10000,,0,6,Small Town,France,Married,0,0,5,5,5,5,5,1,2,2,5,4,4,5,4,2,5,3,2,4,2,4,5,4,3,5,5,5,5,5,5,3,5,5,3,5,5,5,5,5,5,5,1,2,1,1,1,yes,no
28,Female,No Kids,phd,full-time,25000,,2,0,Small Town,France,Single,0,0,4,5,3,2,1,5,5,2,5,5,5,5,4,5,5,4,5,5,4,5,5,5,3,3,5,4,5,4,5,3,4,5,5,5,5,5,5,5,5,5,3,2,3,4,1,yes,yes
32.5,Female,No Kids,deg,full-time,55000,,7,0,Small Town,France,Single,0,0,4,4,4,4,4,4,2,3,5,3,5,5,4,3,5,1,3,4,2,4,4,3,2,5,3,3,2,4,5,4,3,4,4,4,4,2,2,4,4,5,2,2,1,2,2,yes,yes
37.5,Female,No Kids,deg,unemployed,,,0,0,Large Town,France,Married,0,0,2,3,2,2,2,1,2,4,3,4,5,5,2,2,4,1,4,2,5,4,4,2,3,4,1,5,2,3,3,2,4,3,1,1,4,2,2,4,4,4,2,2,2,3,2,yes,yes
28,Male,No Kids,deg,full-time,25000,0,6,0,Large-City,Brazil,Single,0,0,2,4,2,2,2,2,1,3,2,3,4,3,3,4,2,1,1,2,5,3,3,3,3,4,3,3,3,2,4,1,3,4,2,4,3,1,2,3,2,2,4,5,4,4,4,yes,no
37.5,Male,Yes Kids,phd,full-time,150000,engineer,8,0,Medium-Sized,Brazil,Married,Male,0,4,3,3,3,2,2,2,4,2,3,3,2,4,2,4,4,2,4,1,4,4,2,4,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,3,4,2,3,2,4,4,yes,yes
28,Male,No Kids,phd,student,15000,please specify,0,1,,Brazil,Married,0,0,5,5,5,5,5,2,2,1,4,5,3,5,5,5,5,4,3,5,2,4,5,5,5,5,5,4,5,5,5,4,2,5,3,4,5,5,5,5,5,5,1,1,1,2,1,yes,yes
23,Male,No Kids,ltuni,student,,0,0,0,Large-City,Brazil,Single,0,0,4,5,4,4,4,1,2,5,3,4,5,3,3,2,5,2,1,4,1,3,2,2,2,5,3,2,4,4,4,2,4,4,1,3,4,4,5,4,5,4,3,5,4,3,2,yes,yes
55,Female,No Kids,deg,full-time,10000,Musician,23,0,Large-City,Brazil,Single,0,0,5,4,1,2,2,1,1,5,1,1,3,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,4,1,3,4,1,1,3,1,4,4,5,5,1,3,1,3,2,yes,no
37.5,Female,Yes Kids,deg,full-time,55000,0,1,0,Large-City,Brazil,Married,Female,1,3,2,3,1,1,1,1,5,2,1,1,1,2,1,1,1,1,2,1,1,3,2,2,4,2,2,1,2,3,2,3,2,1,3,3,4,4,2,2,1,5,5,4,5,5,no,no
45,Male,Yes Kids,phd,full-time,45000,college professor,3,0,Large-City,Brazil,Married,0,1,5,5,5,4,4,1,2,2,5,5,5,3,4,3,5,3,1,3,2,4,4,3,4,5,5,3,5,4,5,2,4,5,2,2,4,4,3,1,5,3,3,3,3,4,3,yes,yes
20,Female,No Kids,ltuni,student,10000,0,0,0,Large-City,Brazil,Single,0,0,4,2,5,4,4,4,4,5,5,4,2,5,5,4,3,5,5,5,5,5,5,5,4,2,5,3,5,5,5,5,5,5,4,4,5,5,5,5,1,5,3,5,3,2,4,yes,yes
67.5,Male,No Kids,ma,retired,10000,retired,23,0,Small Town,Brazil,Divorced,0,0,3,3,3,2,2,1,1,5,4,2,4,2,3,2,2,2,2,1,2,2,3,1,1,1,1,1,2,3,2,1,4,4,1,3,4,3,2,4,3,4,4,4,4,4,2,yes,no
45,Female,No Kids,dip,full-time,15000,Journalist,7,0,Large-City,Brazil,Single,0,0,4,5,5,4,4,2,5,5,5,4,1,4,5,4,5,4,5,5,5,5,4,2,5,5,4,4,4,5,4,4,5,4,3,5,5,4,4,5,4,4,2,2,2,3,2,yes,yes
25,Male,No Kids,deg,full-time,67500,System Analyst,4,0,Large-City,Brazil,Single,0,0,4,3,3,3,3,1,3,4,4,3,4,3,3,3,3,2,3,3,2,3,4,2,3,1,2,2,3,4,4,3,4,4,2,2,3,4,4,3,3,3,4,4,3,4,4,yes,yes
45,Female,Yes Kids,deg,full-time,15000,Translator,10,10,Large-City,Brazil,Married,Male,1,5,5,4,3,3,2,3,3,3,3,4,2,4,3,4,5,3,3,2,3,4,3,3,5,3,3,3,4,5,3,4,5,3,4,4,4,3,4,3,3,2,3,2,3,4,yes,
28,Male,No Kids,high,part-time,10000,trainee,0,5,Large-City,Brazil,Married,0,0,2,2,3,3,3,1,1,1,2,1,2,2,3,2,2,1,1,3,1,2,3,1,4,3,1,5,1,1,3,2,5,2,1,1,2,2,2,1,3,2,3,3,4,3,1,yes,no
28,Male,No Kids,ltuni,full-time,45000,Web Designer,8,7,Large-City,Brazil,Single,0,0,4,4,5,5,5,1,4,5,5,5,5,5,4,5,5,5,3,5,2,5,5,5,5,5,2,4,4,5,5,2,5,5,2,4,5,5,4,5,5,5,1,2,3,3,1,yes,yes
22,Male,No Kids,ltuni,student,,0,999,0,Large-City,Brazil,Single,0,0,4,4,3,3,3,3,3,4,4,4,4,4,3,4,5,2,2,3,4,2,4,2,2,4,3,3,5,4,5,2,5,5,3,3,5,4,3,3,5,4,2,3,2,3,2,yes,yes
24,Male,No Kids,dip,unemployed,10000,0,0,0,Large-City,Brazil,Single,0,0,5,5,2,1,2,1,1,2,1,4,5,4,5,3,5,5,2,4,1,1,5,1,4,4,1,3,4,3,5,2,2,5,2,3,5,5,4,5,5,5,1,2,2,2,1,yes,no
22,Male,No Kids,ltuni,student,150000,,3,0,Village,Brazil,Single,0,0,5,5,2,2,2,4,3,2,4,5,5,5,5,5,4,3,5,3,2,5,5,1,5,5,3,5,5,4,5,1,1,5,5,5,5,3,3,5,1,4,1,4,1,1,1,yes,yes
23,Male,No Kids,ltuni,part-time,10000,,0,1,Small Town,Brazil,Single,0,0,4,4,3,4,2,4,2,3,5,4,3,3,4,4,5,4,4,2,2,4,4,2,3,3,3,2,3,3,4,3,2,5,2,3,4,3,3,4,4,3,2,1,2,2,2,yes,yes
37.5,Male,No Kids,ma,full-time,87500,,12,6,Village,Brazil,Single,0,0,5,5,5,5,5,2,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,2,5,5,5,3,5,5,2,3,5,5,5,5,5,5,1,2,1,4,3,yes,yes
45,Male,No Kids,deg,full-time,45000,,10,0,Village,Brazil,Married,0,0,3,4,3,3,3,2,5,5,4,5,4,5,4,2,4,5,5,5,5,5,5,3,3,5,4,2,4,3,4,4,4,4,4,4,4,4,4,5,4,5,3,3,2,2,1,yes,yes
19,Male,No Kids,ltuni,part-time,15000,Dish Washer,0,0,Small City,Iran,Single,0,0,3,4,4,4,3,3,2,3,2,3,4,3,3,3,3,3,2,3,3,1,3,3,2,3,2,3,3,3,3,2,3,3,2,2,3,4,3,2,4,3,4,4,4,4,4,yes,no
23,Female,No Kids,deg,part-time,,,0,8,Village,Iran,Single,0,0,3,4,4,4,4,3,5,5,4,5,4,5,4,5,5,3,4,4,5,4,4,4,2,5,4,5,3,4,5,3,5,4,3,4,5,4,4,5,4,4,2,3,2,3,3,yes,yes
45,Female,No Kids,ma,full-time,35000,journalist (freelance),5,8,Large-City,Mexico,Single,0,0,4,3,2,2,2,1,3,2,5,5,5,5,4,5,5,5,5,1,5,5,5,1,2,5,3,3,3,3,5,3,5,5,1,1,4,3,3,5,5,5,4,4,4,3,3,yes,yes
28,Male,No Kids,deg,part-time,25000,ESL Teacher/Biologist,0,6,Large-City,Mexico,Single,0,0,4,4,4,3,3,1,4,4,5,2,1,4,4,3,5,1,4,2,5,2,4,2,4,2,2,2,5,4,5,5,5,4,1,5,4,5,4,5,4,5,2,2,3,4,3,yes,yes
32.5,Female,No Kids,ma,full-time,35000,Sales executive,5,2,Large-City,Mexico,Single,0,0,2,1,1,1,1,2,2,5,4,3,1,3,4,1,3,5,4,2,3,2,2,2,2,5,1,2,2,2,3,2,4,3,2,2,3,2,3,3,3,2,4,4,4,3,4,yes,yes
80,Female,No Kids,high,retired,15000,0,0,0,Large Town,Mexico,Divorced,0,0,5,5,5,5,5,3,4,4,5,5,5,3,5,3,5,4,3,5,4,5,5,2,3,5,5,3,5,5,5,5,5,4,3,4,5,4,3,5,5,4,3,3,3,3,2,yes,yes
67.5,Female,Yes Kids,deg,retired,35000,retired,9,0,Medium-Sized,Mexico,Widowed,0,1,3,3,2,2,1,1,2,5,4,4,4,2,3,3,4,4,4,5,3,4,4,2,4,3,3,2,3,4,3,2,3,4,2,2,4,5,4,4,2,4,3,4,4,4,2,yes,yes
25,Female,No Kids,dip,part-time,10000,,0,6,Village,Mexico,Single,0,0,4,3,2,2,2,1,1,3,3,1,1,3,3,3,2,4,1,2,1,2,2,1,1,1,3,3,3,3,3,1,2,3,2,2,2,2,2,3,4,3,4,4,4,4,4,no,no
67.5,Female,Yes Kids,ma,part-time,35000,,5,0,Medium-Sized,Mexico,Married,Male,1,2,3,3,2,2,2,2,4,4,2,2,2,3,2,2,4,3,3,3,3,2,2,3,2,4,2,2,3,3,2,3,3,2,2,3,2,2,3,2,4,4,4,4,4,3,no,no
45,Male,Yes Kids,deg,full-time,150000,,5,0,Village,Mexico,Married,Male,2,4,4,4,3,3,1,1,2,3,4,4,3,3,2,3,2,2,2,5,4,5,3,3,3,2,2,4,4,4,3,3,4,2,4,4,5,5,4,5,3,4,4,2,3,3,yes,no
32.5,Female,Yes Kids,ma,full-time,45000,,1,9,Village,Mexico,Married,0,1,4,3,2,2,3,2,1,4,3,2,3,3,4,3,3,4,2,3,2,3,3,3,4,3,3,3,3,4,3,2,3,3,2,3,3,4,3,3,3,3,3,4,3,4,3,yes,yes
28,Male,Yes Kids,deg,full-time,35000,,8,0,Large Town,Mexico,Married,0,1,4,4,4,4,4,2,3,3,4,5,5,3,3,4,5,4,5,5,3,4,4,1,2,2,1,2,3,4,5,2,2,4,2,4,4,5,5,3,5,4,4,2,4,4,5,yes,yes
45,Female,Yes Kids,deg,full-time,25000,,10,0,Village,Mexico,Married,Male,0,1,1,2,1,1,1,1,1,1,1,5,1,1,1,1,2,1,1,1,3,2,1,1,3,3,2,3,1,3,1,3,3,3,1,3,3,1,2,2,2,4,4,4,4,4,yes,no
45,Male,Yes Kids,ma,full-time,45000,,2,7,Village,Mexico,Married,3,0,4,4,4,2,2,1,1,1,2,2,5,3,2,1,1,4,1,1,1,1,3,1,3,1,2,2,1,2,2,1,5,2,1,5,3,4,1,2,2,5,2,2,3,4,4,yes,no
22,Female,No Kids,dip,student,10000,please specify,2,6,Village,Germany,Single,0,0,4,4,4,3,3,1,1,1,4,4,4,3,5,1,4,5,2,3,1,4,4,1,2,3,4,2,4,5,4,1,2,4,2,3,5,2,2,4,4,2,2,2,3,4,2,yes,no
32.5,Male,No Kids,ma,part-time,45000,0,0,0,Large-City,Germany,Married,0,0,3,3,3,3,3,1,1,3,1,2,1,3,4,2,4,2,3,3,1,2,3,1,2,2,3,3,3,4,3,1,4,3,2,3,3,3,3,3,2,3,4,4,3,3,3,yes,yes
32.5,Male,No Kids,high,student,10000,please specify,5,6,Medium-Sized,Germany,Single,0,0,5,5,5,4,4,1,1,1,3,4,4,5,5,5,5,2,2,3,1,2,5,1,3,1,3,4,3,5,4,1,4,5,1,3,5,5,4,5,5,4,1,1,1,1,2,yes,yes
45,Female,Yes Kids,ma,part-time,25000,Freelance ESL Teacher,8,0,Medium-Sized,Germany,Single,0,1,4,4,4,3,4,4,3,5,4,4,2,3,3,3,3,4,4,4,4,4,4,4,3,2,5,4,4,3,4,5,4,4,4,4,4,5,3,4,2,3,4,4,4,2,3,yes,yes
23,Male,No Kids,high,student,10000,,0,0,Medium-Sized,Germany,,0,0,5,4,4,4,4,1,1,4,5,5,4,4,5,4,5,5,5,5,3,5,4,2,4,5,4,5,5,5,5,4,4,5,1,4,4,5,4,4,4,5,2,2,2,3,4,yes,yes
28,Female,No Kids,deg,full-time,35000,Information Developer,2,1,Medium-Sized,Germany,Married,0,0,1,2,3,1,1,4,1,5,1,2,1,4,3,2,1,2,3,3,2,4,3,1,5,5,5,2,4,4,2,1,2,2,1,2,2,5,4,4,2,5,4,5,5,5,4,yes,yes
28,Male,No Kids,ma,student,10000,0,0,0,Medium-Sized,Germany,,0,0,4,4,4,4,4,4,2,4,3,4,4,4,4,1,4,3,4,4,4,1,5,2,3,4,4,4,3,4,4,3,3,4,4,4,5,5,4,4,4,4,3,3,3,4,2,yes,yes
32.5,Female,Yes Kids,deg,full-time,25000,IT admin,6,0,Large-City,Germany,Married,0,1,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,2,4,3,4,4,4,2,3,4,2,2,4,4,4,4,4,4,2,2,4,4,4,3,4,4,2,4,3,4,2,yes,yes
45,Female,No Kids,ltuni,unemployed,15000,0,0,0,Medium-Sized,Germany,Single,0,0,4,3,4,3,4,2,2,2,2,4,4,4,4,1,2,2,3,2,3,4,4,4,3,3,3,2,5,4,4,3,4,4,2,2,3,3,2,2,3,3,3,1,3,2,1,yes,yes
37.5,Male,Yes Kids,ma,full-time,150000,Network Engineer,1,8,Rural/Country,Germany,Married,Male,2,3,3,4,4,4,3,2,5,3,4,3,4,2,4,4,4,3,2,2,5,5,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,3,3,3,2,yes,yes
24,Male,No Kids,ltuni,student,10000,please specify,3,6,Medium-Sized,Germany,Single,0,0,4,5,5,3,3,1,4,2,4,2,2,3,4,3,4,4,5,4,5,2,4,2,3,5,4,4,4,4,5,4,3,4,4,4,4,4,4,5,5,5,2,2,2,4,2,yes,no
45,Female,No Kids,ma,full-time,, teacher,17,0,Medium-Sized,Germany,Single,0,0,5,4,4,3,3,4,2,4,4,3,5,4,5,3,5,4,4,5,4,4,4,2,2,2,4,4,4,4,2,5,5,2,1,5,5,3,4,5,5,5,2,3,3,2,3,yes,yes
32.5,Female,No Kids,ma,student,10000,please specify,7,0,Village,Germany,Single,0,0,5,3,3,2,2,2,3,4,3,2,3,3,4,3,4,3,5,3,5,5,4,2,2,1,3,2,2,4,5,3,3,5,2,3,4,2,2,4,3,3,3,5,2,2,2,yes,yes
28,Female,No Kids,ma,student,15000,please specify,1,3,Large-City,Germany,Single,0,0,4,3,4,3,3,2,2,4,3,3,3,4,4,3,3,3,3,4,2,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,2,yes,yes
28,Female,No Kids,ma,full-time,25000, teacher,4,10,Medium-Sized,Germany,Single,0,0,3,3,2,2,1,1,2,4,3,2,2,3,4,1,2,2,3,2,3,3,3,3,2,2,2,3,3,3,4,3,4,4,2,2,3,3,2,4,4,4,3,3,3,2,1,yes,no
23,Male,No Kids,lthigh,student,10000,0,1,0,Medium-Sized,Germany,Single,0,0,5,5,3,4,4,5,1,5,5,5,5,5,4,5,5,5,3,5,1,5,5,5,4,5,5,3,5,3,5,5,3,5,5,4,5,5,4,5,5,5,2,4,2,2,1,yes,yes
28,Male,No Kids,deg,student,10000,please specify,5,7,Large-City,Germany,Married,0,0,4,3,1,1,1,3,4,4,4,5,5,5,5,5,5,2,5,4,5,5,5,2,2,2,4,2,4,2,4,5,5,5,3,4,5,3,3,5,3,4,3,4,4,5,1,yes,yes
28,Female,No Kids,ltuni,student,10000,student childhood and youth studies,1,3,Large-City,Germany,Married,0,0,4,4,4,3,3,2,3,2,3,3,5,3,5,4,5,2,4,2,5,3,4,2,2,4,5,2,3,4,4,1,3,5,3,4,4,4,3,5,5,5,2,3,3,3,3,yes,no
55,Male,Yes Kids,ma,full-time,67500,Quality Manager,2,0,Large-City,Germany,Married,Male,1,4,4,4,5,5,3,2,5,3,4,5,4,5,4,4,4,3,2,3,5,5,3,4,1,4,3,4,4,4,4,2,5,3,4,5,4,3,4,4,4,3,2,4,3,1,yes,yes
28,Male,No Kids,ma,student,10000,0,0,0,Medium-Sized,Germany,Single,0,0,4,5,4,4,4,2,4,4,4,3,4,4,4,3,4,4,2,4,3,1,5,4,2,5,4,5,3,4,5,1,4,4,3,5,4,4,4,5,5,5,3,2,2,2,1,yes,yes
45,Male,No Kids,ltuni,full-time,45000,Translator,2,8,Large-City,Germany,Single,0,0,4,3,2,3,3,4,2,4,5,5,3,5,4,5,4,3,4,3,4,4,4,2,4,2,3,3,3,4,4,5,4,4,3,3,4,4,3,4,4,3,2,3,2,3,1,yes,yes
28,Female,No Kids,ltuni,student,10000,,7,0,Large Town,Germany,Single,0,0,5,3,5,5,4,2,2,4,4,5,4,4,5,5,5,5,3,4,1,5,5,4,3,5,5,4,4,4,4,4,5,4,3,3,5,4,4,5,5,5,2,1,2,1,1,yes,yes
28,Female,No Kids,dip,student,10000,,0,0,Village,Germany,Single,0,0,5,4,5,5,5,1,5,2,5,5,5,5,5,5,5,2,5,2,5,5,5,5,1,5,1,1,5,5,5,5,5,5,1,1,4,3,2,5,5,5,4,5,4,4,4,yes,no
21,Male,No Kids,ltuni,student,,,3,0,Village,Germany,Single,0,0,4,4,4,3,3,2,4,3,4,5,5,4,5,3,5,3,5,4,3,4,5,2,3,5,3,2,4,4,5,4,4,5,3,4,5,4,4,5,5,5,2,4,3,3,2,yes,yes
25,Male,No Kids,deg,part-time,15000,,2,0,Village,Germany,Single,0,0,2,2,2,2,2,2,2,5,3,2,1,2,3,2,4,2,3,3,2,3,3,3,3,5,3,2,3,3,3,3,3,3,2,3,4,4,3,3,4,3,4,5,4,4,4,yes,yes
28,Male,No Kids,ltuni,unemployed,10000,,1,0,Small Town,Germany,Single,0,0,5,5,5,5,5,5,5,5,5,5,3,5,5,1,5,5,5,5,3,5,5,1,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,4,5,5,1,1,1,2,1,yes,yes
25,Male,No Kids,deg,part-time,10000,,3,0,Village,Germany,Single,0,0,4,4,4,5,5,5,3,4,2,5,4,5,2,2,4,1,1,3,1,4,2,2,2,2,4,4,4,2,5,1,4,4,2,4,4,3,2,4,4,4,1,3,3,2,1,yes,no
37.5,Female,No Kids,ma,full-time,15000,,5,0,Village,Germany,,0,0,5,5,3,2,2,1,1,1,1,2,1,1,3,2,3,4,1,5,1,2,3,3,3,3,1,4,2,3,5,1,2,4,1,3,5,2,3,5,5,5,2,4,1,1,2,yes,no
28,Female,No Kids,phd,full-time,25000,,0,9,Large Town,Germany,Single,0,0,5,5,5,4,4,2,2,1,5,3,1,1,4,1,5,4,2,4,1,5,3,1,3,5,5,3,5,5,5,4,2,2,4,3,3,3,5,2,5,1,3,3,3,4,4,yes,no
45,Male,Yes Kids,dip,full-time,150000,,4,0,Village,Germany,Single,0,1,2,3,4,2,2,1,1,5,2,3,1,4,2,2,4,2,1,5,1,4,4,4,4,1,4,2,4,3,4,2,3,4,2,2,4,4,3,4,4,4,2,4,4,4,2,yes,yes
20,Male,No Kids,ltuni,student,10000,,1,0,Medium-Sized,Germany,Single,0,0,5,5,5,4,4,1,1,5,5,3,5,5,3,5,5,3,3,4,5,5,5,5,4,5,1,4,5,5,5,5,4,5,4,4,3,5,5,4,5,5,1,2,1,4,4,yes,yes
16.5,Female,No Kids,high,student,,,0,0,Small Town,Germany,Single,0,0,3,3,5,3,3,1,2,5,4,3,1,4,4,1,4,3,5,4,3,1,4,1,4,5,5,3,4,5,3,2,5,3,2,4,4,5,4,3,4,4,3,4,2,3,1,yes,yes
37.5,Male,No Kids,ma,full-time,87500,,10,0,Rural/Country,Germany,Married,0,0,4,4,4,3,3,2,4,4,5,4,3,5,4,4,4,2,4,2,5,4,4,2,4,5,4,3,3,3,4,4,4,4,2,3,5,4,4,5,3,4,4,4,4,5,5,yes,yes
28,Female,Yes Kids,dip,student,10000,,0,0,Rural/Country,Germany,,0,1,4,4,4,2,2,2,1,1,2,2,5,5,5,2,4,2,2,2,1,1,5,1,2,4,3,1,3,4,5,1,4,5,1,2,5,2,1,3,5,4,4,4,4,4,4,yes,yes
32.5,Female,No Kids,lthigh,full-time,25000,,1.50E-19,0,Village,Germany,Single,0,0,5,5,3,4,4,5,3,5,5,3,3,4,4,2,5,4,4,5,3,5,4,4,5,5,2,3,5,4,4,4,3,3,5,4,3,4,4,4,4,5,1,1,1,1,1,yes,yes
28,Female,No Kids,ma,student,10000,,0,0,Small Town,Germany,Single,0,0,3,5,5,4,4,2,2,2,3,4,1,1,4,3,3,2,3,3,3,4,4,4,2,4,5,5,3,4,4,2,4,4,1,2,4,4,1,4,4,3,2,3,2,1,2,yes,yes
28,Male,No Kids,dip,student,10000,,1,8,Rural/Country,Germany,Single,0,0,4,3,3,3,3,3,1,2,3,5,5,4,4,4,4,2,2,4,1,3,5,1,3,5,5,2,2,3,4,1,3,4,3,4,5,5,4,5,3,4,3,2,2,2,2,yes,yes
16.5,Male,Yes Kids,lthigh,student,10000,0,2,3,Village,United Kingdom,Separated,8,5,3,3,2,2,3,3,4,4,3,3,2,3,3,2,2,5,5,5,2,2,2,1,5,5,2,4,2,5,1,1,3,3,3,4,4,2,1,5,4,2,2,1,1,2,1,yes,no
28,Female,No Kids,phd,student,15000,please specify,3,0,Small City,United Kingdom,Single,0,0,5,3,3,1,1,1,1,1,1,5,5,5,5,5,3,4,1,1,1,5,5,5,1,1,5,5,3,5,5,1,1,5,1,5,5,5,5,3,5,5,4,4,4,5,5,yes,yes
45,Male,Yes Kids,dip,full-time,,0,5,0,Small City,United Kingdom,Married,Male,1,5,5,3,4,4,1,1,1,3,3,4,2,4,3,4,3,3,3,2,1,5,2,1,2,3,4,5,5,5,1,2,5,2,4,5,4,3,5,5,5,2,2,2,3,1,yes,yes
25,Male,No Kids,dip,student,10000,please specify,0,0,Large-City,United Kingdom,Single,0,0,3,3,4,4,4,1,4,2,4,4,2,4,4,4,4,2,4,4,4,3,4,4,4,5,2,5,4,4,4,4,1,4,3,3,4,4,4,4,4,4,3,3,3,4,3,yes,yes
32.5,Female,No Kids,ma,full-time,67500,Town Planner,0,4,Large-City,United Kingdom,Single,0,0,3,3,2,3,3,1,1,1,3,3,5,2,2,2,3,5,3,5,3,4,5,5,3,4,5,3,3,3,3,1,4,3,3,5,4,5,4,3,2,5,4,3,4,4,3,yes,no
25,Male,No Kids,phd,student,15000,please specify,2,3,Medium-Sized,United Kingdom,Single,0,0,2,3,2,3,3,4,2,5,2,4,4,4,4,2,3,4,4,4,3,5,5,2,4,4,4,3,5,2,5,1,4,2,4,5,4,4,4,5,5,5,2,4,4,3,4,yes,yes
37.5,Female,Yes Kids,ma,part-time,10000,Administrator,6,0,Medium-Sized,United Kingdom,Married,Male,0,5,5,5,5,5,4,4,4,2,2,5,5,4,4,4,3,4,4,3,4,4,4,3,5,3,3,4,2,4,5,2,5,3,3,5,4,2,4,4,4,3,3,3,3,3,yes,yes
45,Male,Yes Kids,phd,full-time,55000,assistant professor,9,0,Large-City,United Kingdom,Divorced,Male,0,3,4,3,3,3,5,1,3,4,5,4,5,5,5,4,2,3,5,3,5,5,4,3,3,5,2,5,3,4,5,4,5,3,2,4,5,4,5,5,3,4,4,3,4,1,yes,yes
45,Male,Yes Kids,ma,full-time,150000,business,14,0,Medium-Sized,United Kingdom,Married,Male,0,3,4,3,3,4,5,1,4,2,5,5,3,4,4,5,4,1,4,1,5,5,5,5,1,5,2,5,5,5,1,2,4,1,2,3,4,4,3,5,4,2,2,2,3,1,no,yes
32.5,Male,No Kids,dip,full-time,67500,0,3,0,Medium-Sized,United Kingdom,Single,0,0,4,3,3,3,3,5,4,4,4,3,4,4,4,4,4,2,4,4,4,4,4,2,3,4,2,2,3,3,4,4,4,2,5,3,3,3,4,4,4,4,2,3,3,3,2,yes,yes
45,Female,No Kids,dip,full-time,45000,civil servant,10,6,Medium-Sized,United Kingdom,Married,0,0,4,4,2,2,2,2,1,1,3,2,1,1,3,2,3,3,1,2,1,4,2,1,2,2,3,2,3,2,2,2,3,3,3,3,2,2,2,2,3,3,3,3,3,5,5,no,no
