Age,Gender,HasKids,EduLvl,WorkStatus,AnnualIncome,Occupation,YrsJobHeld,MosJobHeld,CommunitySz,CntryOfRes,MaritalStat,NumSons,NumDaughters,DP1,DP2,DP3,DP4,DP5,AIP1,AIP2,AIP3,AIP4,AIP5,AIP6,AIP7,AIP8,AIP9,AIP10,AIP11,AIP12,AIP13,AIP14,AIP15,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP9,GP10,GP11,GP12,GP13,GP14,GP15,GP16,GP17,GP18,GP19,GP20,SWLS1,SWLS2,SWLS3,SWLS4,SWLS5,SelfLabeled,OthersLabel,DPMean,AIPMean,GPMean,SWLSMean
28,Male,0,ma,full-time,25e3,Writer,0,1,Large-City,Canada,Single,0,0,4,4,4,1,1,1,2,5,3,1,1,1,2,1,1,3,2,2,2,1,1,4,4,4,4,2,1,4,4,2,3,3,2,3,2,4,3,3,3,2,4,4,4,4,4,0,0,2.8,1.87,2.9,4
25,Male,0,deg,full-time,45e3,NA,1,0,Small Town,Canada,Single,0,0,4,4,4,3,3,1,1,4,3,4,1,3,4,3,2,4,4,2,2,2,4,2,2,4,3,2,4,4,4,2,2,4,1,3,3,3,4,4,4,3,1,2,1,2,2,1,1,3.6,2.67,3.1,1.6
28,Female,0,ma,full-time,35e3,Science,0,2,Rural/Country,Canada,Married,0,0,3,3,4,3,3,1,2,2,3,3,4,3,4,3,4,2,3,5,3,4,4,4,3,4,5,3,3,4,4,4,5,3,1,4,4,5,2,4,4,4,4,4,4,4,5,1,0,3.2,3.07,3.7,4.2
16.5,Male,0,lthigh,part-time,1e4,Sales,0,3,Large-City,Canada,NA,0,0,5,5,3,4,4,3,3,4,5,4,5,4,5,4,5,3,3,3,3,5,4,2,3,3,2,3,5,3,5,4,2,5,3,5,5,3,4,4,5,5,1,1,1,1,2,1,1,4.2,3.93,3.75,1.2
25,Male,1,dip,full-time,15e4,pro poker player /   website owner,3,0,Medium-Sized,Canada,Married,0,1,4,5,3,3,3,1,4,5,5,5,4,5,5,5,5,4,5,3,4,5,5,2,2,5,4,5,5,4,5,2,5,5,1,4,4,4,4,5,5,5,4,3,3,4,2,1,1,3.6,4.33,4.05,3.2
55,Male,1,phd,full-time,25e4,VP Scientific Affairs / pharmaceutical c,3,4,Large-City,Canada,Married,0,2,3,2,2,1,2,1,2,1,3,2,2,1,5,1,3,1,3,1,4,2,2,2,2,5,1,3,3,2,2,2,2,2,2,3,2,2,2,3,1,1,4,4,4,5,5,0,0,2,2.13,2.2,4.4
22,Male,0,ltuni,student,NA,NA,0,0,Medium-Sized,Canada,Married,0,0,3,4,4,4,3,2,3,5,5,4,4,4,5,3,4,4,4,3,2,4,4,2,3,5,3,4,5,4,5,4,4,4,3,4,5,4,4,5,5,5,4,4,4,4,2,1,1,3.6,3.73,4.1,3.6
28,Female,0,deg,full-time,45e3,Science,3,6,Large-City,Canada,Single,0,0,1,1,1,1,1,2,2,1,3,2,4,3,3,1,4,2,2,2,4,1,5,1,1,5,4,3,2,3,5,1,3,5,1,3,4,5,3,2,4,2,2,5,4,4,5,1,1,1,2.4,3.1,4
28,Female,0,deg,full-time,25e3,Administrator,4,0,Large-City,Canada,Married,0,0,3,4,3,5,5,2,2,5,5,5,5,3,3,4,5,1,3,2,2,4,5,2,2,5,5,2,5,3,5,3,3,5,1,3,3,4,3,5,5,4,3,4,3,4,3,1,0,4,3.4,3.65,3.4
45,Female,1,deg,full-time,87500,NA,5,0,Large Town,Canada,Married,0,1,4,4,3,3,3,5,3,5,5,5,5,3,5,3,5,2,2,2,4,5,5,3,4,5,3,3,5,3,5,3,5,4,5,4,4,5,5,5,5,4,3,3,3,2,2,1,1,3.4,3.93,4.25,2.6
55,Male,1,phd,full-time,87500,NA,9,0,Large-City,Canada,Married,1,1,4,4,4,4,4,3,2,5,5,5,5,5,3,5,5,5,5,5,2,5,5,3,4,3,4,2,5,4,5,2,3,5,5,4,5,5,4,5,5,4,2,2,2,4,2,1,1,4,4.33,4.1,2.4
45,Female,0,deg,part-time,25e3,NA,7,8,Village,Canada,Single,0,0,4,4,4,3,3,4,1,2,3,2,4,3,3,1,3,4,2,4,2,4,3,2,3,4,2,3,3,2,4,2,3,4,4,3,3,4,4,4,3,4,1,2,1,1,2,1,0,3.6,2.8,3.2,1.4
24,Female,0,deg,student,1e4,NA,0,0,Village,Canada,Single,0,0,4,3,5,2,2,1,5,5,5,4,4,5,5,5,5,1,5,5,5,2,4,1,3,5,4,1,2,2,4,4,1,5,1,1,5,1,1,4,2,5,3,4,4,4,4,1,1,3.2,4.13,2.8,3.8
55,Female,0,grade,unemployed,1e4,NA,NA,0,Village,Canada,Single,0,0,5,4,5,4,4,1,2,5,3,5,5,5,5,4,5,4,2,3,2,5,5,4,4,1,1,2,5,4,5,4,4,5,1,2,5,4,4,5,5,5,1,1,1,1,1,1,1,4.4,3.73,3.75,1
28,Female,0,deg,part-time,25e3,NA,0,6,Village,Canada,Single,0,0,4,4,4,4,4,2,2,3,3,5,5,3,5,4,4,1,1,1,2,4,5,1,1,5,4,2,5,4,5,3,5,5,2,1,5,4,2,5,3,3,4,5,4,5,4,1,1,4,3,3.5,4.4
32.5,Male,1,deg,full-time,67500,NA,4,0,Small Town,Canada,Married,0,1,4,3,5,5,5,1,1,4,4,4,3,4,4,2,4,4,3,2,4,4,4,2,4,4,2,4,4,4,4,3,3,4,1,3,4,4,4,3,4,4,2,3,2,3,2,1,1,4.4,3.2,3.45,2.4
55,Female,0,ma,unemployed,15e3,NA,0,0,Medium-Sized,Canada,Married,0,0,5,5,3,4,4,1,4,5,4,4,4,5,5,2,4,3,4,2,4,4,5,3,2,4,4,3,4,3,4,4,5,5,1,2,5,5,4,5,5,4,1,2,1,2,2,1,1,4.2,3.67,3.85,1.6
37.5,Female,1,ltuni,full-time,55e3,NA,3,6,Large Town,Canada,Married,1,1,5,4,4,4,4,1,1,1,3,4,4,4,4,3,4,3,3,4,3,4,4,4,3,3,5,3,4,3,4,4,3,4,1,4,4,4,3,4,5,3,5,5,4,5,3,1,0,4.2,3.07,3.6,4.4
37.5,Female,1,ma,full-time,15e4,NA,2,0,Village,Canada,Married,0,1,4,5,4,3,3,2,2,3,3,2,3,2,4,2,3,1,2,4,3,3,4,3,4,1,3,3,3,4,5,4,4,5,3,3,4,5,4,3,3,3,4,4,4,4,4,0,0,3.8,2.6,3.55,4
28,Female,0,phd,full-time,45e3,NA,0,0,Village,Canada,Married,0,0,4,4,5,3,3,1,1,3,2,4,2,2,3,2,3,1,1,2,2,2,3,1,3,2,3,2,3,5,5,2,4,4,1,2,4,3,2,4,4,4,3,3,3,3,1,1,0,3.8,2.07,3.05,2.6
28,Female,0,deg,student,15e3,NA,1,0,Village,Canada,Single,0,0,4,4,4,4,3,3,2,5,3,3,3,3,3,4,4,3,4,3,4,4,5,4,2,5,4,3,4,5,4,4,4,4,3,5,4,4,4,5,5,4,4,3,2,2,2,1,1,3.8,3.4,4.1,2.6
55,Male,1,dip,full-time,NA,NA,10,0,Small Town,Canada,Married,0,2,2,2,2,2,2,1,1,5,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,1,1,2,2,1,5,2,1,1,2,3,2,3,2,2,3,3,4,4,4,0,0,2,1.6,1.85,3.6
37.5,Male,1,ltuni,full-time,45e3,NA,14,0,NA,Canada,Married,1,2,4,4,3,3,3,2,3,5,4,4,3,5,3,2,5,4,5,2,5,5,5,2,3,3,2,4,4,3,3,2,4,4,3,4,3,4,3,4,4,4,3,4,3,2,1,1,1,3.4,3.8,3.4,2.6
16.5,Female,0,lthigh,student,1e4,NA,0,0,Small Town,Canada,Single,0,0,4,4,5,2,2,3,4,3,5,3,4,5,5,5,5,4,5,4,2,5,5,2,3,5,2,4,2,4,4,2,4,4,3,5,5,3,2,5,5,5,2,2,2,1,1,1,0,3.4,4.13,3.7,1.6
55,Female,0,ma,part-time,25e3,NA,3,4,Village,Canada,Single,0,0,4,4,2,2,3,3,1,1,4,3,4,4,4,3,4,3,1,3,1,3,5,2,2,2,4,2,5,2,4,1,2,4,1,2,3,3,2,4,4,4,3,2,3,4,4,1,0,3,2.8,2.9,3.2
45,Male,1,deg,full-time,15e4,NA,0,0,Small Town,Canada,Married,3,1,4,4,4,4,4,2,2,3,3,4,4,5,4,3,4,3,4,4,3,4,4,3,4,4,3,3,4,4,4,3,4,4,3,3,5,5,5,4,4,4,2,2,2,3,1,1,1,4,3.47,3.85,2
21,Female,0,ltuni,student,15e3,NA,0,1,Village,Canada,Single,0,0,2,2,2,2,2,1,2,4,3,3,3,4,3,3,3,4,4,4,3,2,3,2,3,4,2,1,3,2,3,2,3,3,1,1,3,2,2,3,3,3,3,3,2,3,2,1,0,2,3.07,2.45,2.6
32.5,Female,0,ma,part-time,87500,NA,0,2,Village,Canada,Married,0,0,1,1,2,1,1,2,1,2,1,1,2,1,2,1,1,3,1,3,1,3,3,1,1,3,3,3,2,3,2,1,2,1,3,1,2,1,2,2,2,2,4,5,3,5,4,1,0,1.2,1.67,2,4.2
32.5,Female,0,ma,student,1e4,NA,4,0,Village,Canada,Divorced,0,0,3,1,5,3,3,1,1,1,3,3,1,2,5,4,5,4,3,1,2,5,5,1,2,3,4,2,5,5,5,1,3,5,1,1,4,2,2,4,5,4,2,3,2,2,2,1,1,3,2.73,3.2,2.2
28,Male,0,grade,unemployed,35e3,NA,1,2,Small Town,Canada,Single,0,0,5,5,5,4,4,3,1,3,3,4,5,2,3,5,2,3,1,4,1,4,4,3,2,5,4,4,3,5,2,1,1,4,3,3,3,5,4,3,4,4,1,2,1,1,1,1,1,4.6,2.93,3.35,1.2
55,Female,0,ma,full-time,87500,NA,9,10,Village,Canada,Married,0,0,3,2,2,2,2,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,3,2,4,4,4,4,4,0,0,2.2,2,2.2,4
32.5,Female,0,deg,full-time,25e3,NA,2,0,Large Town,Canada,Divorced,0,0,4,5,4,4,4,2,1,2,2,4,5,2,4,1,5,5,1,4,1,2,5,4,3,1,4,5,4,5,5,1,2,4,4,4,4,5,5,5,5,5,3,3,3,1,1,1,0,4.2,2.73,4,2.2
19,Female,0,lthigh,part-time,NA,NA,0,9,Small Town,Canada,Single,0,0,5,5,2,3,3,3,1,2,4,3,5,3,3,1,1,1,3,1,3,3,5,1,1,4,2,1,5,1,2,2,1,3,1,1,3,1,2,4,5,4,5,5,4,3,1,1,1,3.6,2.47,2.45,3.6
37.5,Female,1,dip,unemployed,NA,NA,8,0,Small Town,Canada,Married,1,1,4,4,4,4,4,3,2,3,3,4,4,4,4,5,5,3,3,4,3,4,4,1,4,1,5,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,2,3,1,1,1,4,3.6,3.65,2
45,Female,0,ma,student,55e3,NA,10,0,Village,Canada,Single,0,0,3,3,3,3,3,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,3,3,1,1,3,2,3,3,4,1,2,4,2,1,3,4,1,4,4,4,5,5,5,5,4,1,0,3,1.27,2.65,4.8
45,Male,0,deg,full-time,15e4,NA,0,0,Village,Canada,Widowed,0,0,3,4,5,5,5,4,3,5,1,4,2,4,5,4,4,5,4,4,4,5,5,4,4,5,3,3,4,5,3,4,3,4,4,3,5,5,5,4,4,5,2,4,3,4,3,1,0,4.4,3.87,4.1,3.2
45,Female,1,ltuni,full-time,45e3,NA,0,0,Small Town,Canada,Separated,1,1,1,1,1,3,3,3,2,3,3,3,5,3,4,3,3,2,3,1,2,5,4,2,1,3,1,3,4,3,5,5,4,5,3,2,4,3,3,4,5,3,4,4,4,5,1,1,1,1.8,3,3.35,3.6
55,Male,1,dip,part-time,15e3,NA,6,0,Medium-Sized,Canada,Married,1,1,4,4,3,3,3,2,3,4,4,5,5,5,5,4,4,3,4,4,4,4,4,2,4,2,4,3,5,4,2,3,4,4,4,4,4,4,4,5,5,5,2,2,3,3,2,1,1,3.4,4,3.8,2.4
45,Female,0,ma,full-time,87500,NA,8,0,Village,Canada,Single,0,0,3,3,2,2,2,1,1,5,4,3,3,4,2,2,3,3,2,4,3,3,4,2,3,4,2,2,4,3,2,2,4,3,2,2,2,5,3,4,2,4,4,4,4,3,5,1,1,2.4,2.87,2.95,4
55,Female,1,ltuni,full-time,67500,NA,0,0,Small Town,Canada,Separated,1,1,3,3,3,3,3,4,1,2,1,3,3,1,3,3,3,5,1,4,1,4,4,3,4,2,3,3,3,4,4,1,2,3,4,4,3,4,4,4,4,3,3,3,3,3,1,1,0,3,2.6,3.3,2.6
45,Female,0,ma,full-time,25e3,NA,0,2,Village,Canada,Married,0,0,1,2,3,2,2,3,2,5,3,3,2,4,3,2,3,2,2,4,2,2,3,2,5,3,5,3,4,2,2,1,2,3,3,5,4,5,4,2,3,3,3,2,2,3,3,1,0,2,2.8,3.2,2.6
20,Male,0,ltuni,full-time,55e3,NA,0,5,Small Town,Canada,Single,0,0,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,1,1,4,1,1,2,3,4,1,5,4,2,2,3,3,2,3,3,2,4,4,4,4,4,0,0,1.2,1.33,2.4,4
45,Male,1,deg,full-time,15e4,NA,0,0,NA,Canada,Married,3,1,3,4,3,2,1,1,1,2,4,3,4,1,4,2,4,4,4,3,2,1,4,1,4,2,4,4,4,4,4,2,3,4,5,5,4,5,4,3,3,1,5,5,5,5,5,1,1,2.6,2.67,3.5,5
28,Male,1,high,full-time,67500,NA,4,0,Village,Canada,Separated,1,1,4,3,2,2,2,3,2,3,4,3,2,3,3,3,3,5,3,3,3,3,3,2,4,5,4,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,2,3,2,3,1,1,0,2.6,3.07,3.6,2.2
37.5,Female,1,phd,full-time,15e4,NA,9,0,NA,Canada,Married,0,2,2,1,4,2,1,2,1,4,2,2,1,2,4,4,4,2,2,3,1,3,3,3,3,2,3,3,3,2,3,1,4,3,4,1,3,3,3,2,3,1,5,5,5,5,5,0,0,2,2.47,2.65,5
45,Male,0,phd,part-time,45e3,NA,0,3,Village,Canada,Married,0,0,3,4,4,2,2,2,2,4,4,3,2,1,3,1,3,2,3,4,2,3,3,1,2,3,2,2,3,3,5,3,5,4,3,2,3,5,3,3,3,4,5,5,5,5,4,1,0,3,2.6,3.1,4.8
28,Female,0,deg,full-time,25e3,NA,0,7,Village,Canada,Single,0,0,3,4,4,4,4,3,2,3,3,4,2,4,5,5,5,5,5,3,4,5,5,5,3,4,5,3,5,4,4,3,3,4,2,2,5,3,3,4,4,3,1,3,1,2,2,1,1,3.8,3.87,3.7,1.8
45,Male,1,ma,student,35e3,NA,1,6,Small Town,Canada,Separated,0,0,3,5,2,2,2,3,1,5,4,5,3,5,4,5,5,1,3,3,3,3,5,3,5,4,5,2,5,2,5,5,4,4,4,4,4,5,4,5,4,5,3,3,3,2,1,1,1,2.8,3.53,4.2,2.4
37.5,Male,1,dip,full-time,87500,NA,10,0,Small Town,Canada,Married,1,2,3,3,1,3,3,5,1,5,5,5,2,5,5,5,5,1,3,5,1,5,5,1,1,1,4,1,1,3,3,5,5,3,5,3,5,5,5,5,1,5,4,5,4,5,5,1,1,2.6,3.87,3.35,4.6
55,Male,0,ltuni,part-time,1e4,NA,3,0,Large-City,Canada,Married,0,0,5,5,5,5,5,3,1,5,3,4,2,4,5,5,5,4,2,4,1,4,4,3,4,2,4,4,5,4,1,4,3,5,3,5,4,4,2,4,4,4,2,4,3,3,1,1,1,5,3.47,3.65,2.6
45,Female,0,dip,full-time,15e3,NA,3,0,Medium-Sized,Canada,Married,0,0,3,3,3,3,3,1,1,2,1,3,1,1,2,1,3,3,2,5,1,2,3,1,1,1,3,4,3,4,4,1,4,3,4,2,2,3,3,4,4,3,3,3,3,3,2,1,0,3,1.93,2.85,2.8
25,Female,0,ma,student,1e4,NA,5,0,Village,Canada,Single,0,0,2,2,2,2,2,1,1,1,1,1,3,3,4,1,4,2,1,2,1,2,3,1,1,1,3,3,4,3,5,1,1,5,1,2,3,1,1,4,4,4,2,2,3,4,2,1,1,2,1.87,2.55,2.6
32.5,Female,0,deg,part-time,1e4,NA,3,1,Small Town,Canada,Married,0,0,5,5,5,4,4,2,4,4,5,4,3,5,5,5,5,2,5,3,5,5,5,3,3,4,5,4,4,5,5,4,5,4,3,3,5,4,3,5,5,4,3,3,3,3,1,1,NA,4.6,4.13,4.15,2.6
55,Male,1,ltuni,student,1e4,NA,0,11,NA,Canada,Divorced,4,1,2,3,3,2,2,2,1,1,1,1,2,2,1,1,1,3,2,5,1,1,3,2,2,2,3,2,4,3,4,1,5,4,2,4,2,5,4,2,5,2,5,4,5,5,5,1,1,2.4,1.67,3.05,4.8
45,Male,0,deg,full-time,NA,NA,14,0,Small Town,Canada,NA,0,0,1,3,3,3,3,2,2,3,2,4,3,3,3,3,3,1,2,1,3,1,4,3,3,4,4,1,4,3,4,1,3,4,2,4,3,3,3,4,4,4,4,4,3,3,3,1,1,2.6,2.4,3.25,3.4
55,Male,1,dip,full-time,45e3,NA,7,11,Large Town,Canada,Separated,1,3,3,2,2,2,3,3,3,5,2,3,3,2,3,1,2,3,3,4,2,3,4,3,2,3,4,5,1,4,2,5,2,4,3,3,3,5,4,5,2,5,2,2,2,2,2,1,1,2.4,2.8,3.45,2
45,Female,1,deg,part-time,35e3,NA,1,7,Medium-Sized,Canada,Married,0,3,5,5,5,3,3,3,1,1,2,1,1,2,1,5,4,3,1,2,2,3,3,3,1,1,3,3,4,4,3,1,1,2,3,4,1,4,4,2,2,2,3,4,4,3,1,1,0,4.2,2.13,2.55,3
28,Female,0,ma,unemployed,NA,NA,0,0,Village,Canada,Single,0,0,3,2,3,2,3,2,3,5,3,3,4,3,5,1,2,4,5,5,5,4,4,2,4,4,2,2,2,3,3,5,2,4,2,2,5,2,2,5,3,5,3,3,3,3,2,1,1,2.6,3.6,3.15,2.8
45,Female,1,ma,full-time,45e3,NA,2,0,Small Town,Canada,Married,0,1,3,2,2,2,2,3,1,3,1,2,2,2,3,2,2,4,1,3,1,1,2,1,2,1,3,3,3,2,3,1,2,3,3,3,3,3,3,3,1,2,3,3,4,5,4,1,0,2.2,2.07,2.35,3.8
45,Female,1,ltuni,part-time,35e3,NA,10,0,Small Town,Canada,Married,1,1,4,2,3,2,2,2,5,5,5,5,5,5,4,3,5,5,4,2,5,5,5,5,3,2,5,2,4,1,4,2,5,5,3,3,4,5,4,5,5,4,3,3,2,2,1,1,1,2.6,4.33,3.8,2.2
37.5,Male,0,deg,full-time,45e3,NA,2,0,Village,Canada,Married,0,0,4,5,3,2,2,2,1,2,3,5,4,4,3,5,5,3,4,3,2,5,5,2,5,4,4,3,5,3,5,4,3,4,3,5,5,5,4,5,5,4,2,2,1,2,1,1,1,3.2,3.4,4.15,1.6
32.5,Female,0,deg,full-time,45e3,NA,2,10,Village,Canada,Single,0,0,3,3,3,2,2,2,1,4,2,2,1,1,2,1,2,2,1,2,1,3,2,1,2,1,2,4,3,3,3,1,1,3,2,2,2,1,2,3,2,2,2,2,2,2,1,1,0,2.6,1.8,2.1,1.8
20,Male,0,high,student,1e4,NA,0,0,Village,Canada,Single,0,0,4,4,4,3,3,2,3,4,3,4,2,4,4,1,4,5,4,3,3,3,3,3,3,3,2,2,5,4,4,2,3,3,3,3,4,1,3,5,4,4,1,1,2,1,2,1,1,3.6,3.27,3.2,1.4
NA,NA,0,deg,student,NA,NA,0,0,Medium-Sized,Canada,Single,0,0,2,2,3,1,2,1,1,1,2,1,4,1,2,1,2,5,2,2,2,1,3,1,2,1,1,2,2,3,2,1,2,2,2,2,2,1,2,2,1,2,5,5,5,4,5,0,0,2,1.87,1.8,4.8
19,Male,0,ltuni,student,NA,NA,0,0,Village,Canada,Single,0,0,4,3,3,2,2,2,2,2,2,2,2,2,3,2,5,5,3,4,2,1,2,2,3,3,1,3,2,2,3,2,2,4,3,3,3,3,2,4,3,3,2,2,1,2,4,1,0,2.8,2.6,2.65,2.2
55,Male,0,deg,full-time,67500,NA,0,0,NA,Canada,Married,0,0,3,4,4,4,4,1,1,2,3,3,3,2,4,3,3,2,3,2,3,3,3,2,2,4,2,3,3,3,2,2,4,3,3,4,4,3,2,3,3,2,1,2,1,3,3,1,1,3.8,2.53,2.85,2
37.5,Female,1,deg,full-time,67500,NA,1,4,Small Town,Canada,Married,1,1,4,5,4,3,3,4,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,3,4,5,4,3,5,3,4,4,5,5,4,5,5,5,5,4,5,3,3,4,2,4,3,1,1,3.8,4.8,4.3,3.2
45,Female,0,phd,full-time,87500,NA,7,0,Large Town,Canada,Married,0,0,3,2,3,2,2,2,1,1,2,2,1,1,3,2,1,1,1,2,1,1,3,1,1,1,2,1,2,3,3,2,1,3,3,2,3,2,2,2,3,3,3,3,3,3,1,0,0,2.4,1.47,2.15,2.6
32.5,Female,0,deg,full-time,67500,NA,8,9,NA,Canada,Married,0,0,3,4,4,2,2,1,1,5,2,2,2,2,1,2,2,4,1,3,1,2,3,1,2,4,4,1,3,4,3,1,2,3,1,3,3,5,3,3,3,4,3,3,3,3,1,1,1,3,2.07,2.8,2.6
28,Female,0,ma,part-time,15e3,NA,0,6,Village,Canada,Married,0,0,4,5,5,4,4,2,2,1,4,4,5,3,4,4,4,4,3,5,3,4,4,4,4,4,4,4,4,5,4,2,4,4,2,4,4,3,3,4,4,4,2,3,3,2,1,1,1,4.4,3.47,3.75,2.2
32.5,Male,0,deg,full-time,87500,NA,2,7,Village,Canada,Married,0,0,4,4,4,3,3,1,1,2,2,3,4,4,3,3,3,1,1,1,2,4,4,1,2,5,4,2,3,4,4,2,2,4,1,1,4,3,2,5,4,2,4,4,4,4,4,1,1,3.6,2.33,2.95,4
45,Male,0,ma,full-time,NA,NA,2,0,Village,Canada,Married,0,0,3,3,2,2,2,2,3,5,3,3,3,3,3,2,3,2,3,4,2,3,3,2,3,4,3,2,2,3,2,2,3,2,3,3,3,4,3,3,3,4,3,3,3,3,2,1,0,2.4,2.93,2.85,2.8
45,Male,0,phd,full-time,87500,NA,5,9,Small Town,Canada,Single,0,0,4,3,3,2,2,1,2,3,5,2,1,3,3,2,3,3,2,1,2,1,3,2,4,2,1,2,2,3,4,4,3,4,1,2,3,4,3,4,4,2,3,3,3,3,2,1,0,2.8,2.27,2.85,2.8
32.5,Female,0,deg,full-time,45e3,NA,3,6,Village,Canada,Single,0,0,4,3,4,3,2,1,4,4,5,4,5,5,4,3,5,2,5,5,5,3,3,3,4,5,5,4,3,4,4,5,5,3,1,5,4,4,4,4,3,4,3,3,2,3,3,1,1,3.2,4,3.85,2.8
55,Male,1,ma,full-time,87500,NA,5,0,Small Town,Canada,Married,1,2,4,2,1,1,1,1,1,5,2,4,5,4,3,2,4,1,1,2,1,3,4,3,3,1,1,2,4,2,4,1,2,4,1,1,3,4,3,3,4,3,3,5,4,4,1,1,1,1.8,2.6,2.65,3.4
55,Female,1,phd,full-time,87500,NA,0,0,Village,Canada,Married,1,1,5,4,4,2,2,1,1,1,1,1,1,2,3,1,3,5,2,3,1,1,5,1,3,2,4,1,4,4,1,1,4,4,2,2,5,4,4,4,2,4,4,4,4,4,4,1,0,3.4,1.8,3.05,4
28,Male,0,deg,part-time,15e3,NA,6,6,Small Town,Canada,NA,0,0,5,5,5,4,4,4,3,5,5,4,4,4,5,3,3,2,3,2,1,5,4,2,5,3,5,5,5,3,5,5,1,5,5,5,5,5,5,5,5,5,3,2,2,2,3,1,1,4.6,3.53,4.4,2.4
55,Male,1,ma,full-time,25e3,NA,1,0,Village,Canada,Married,1,2,4,4,4,2,2,1,2,4,3,3,4,3,3,3,5,5,2,4,2,3,3,3,2,2,3,2,3,3,3,2,2,3,1,1,3,2,2,4,3,4,2,1,1,3,1,1,0,3.2,3.13,2.55,1.6
28,Male,0,phd,full-time,35e3,NA,1,0,Village,Canada,Single,0,0,4,3,1,1,2,1,2,5,2,1,1,4,3,1,2,3,3,3,3,3,5,1,3,3,2,2,4,3,5,1,3,5,1,2,4,3,2,3,5,4,2,3,3,2,2,1,1,2.2,2.47,3.05,2.4
37.5,Female,1,dip,full-time,45e3,NA,0,4,Village,Canada,Married,0,1,5,4,3,2,2,2,3,5,4,4,3,5,4,4,4,4,4,4,3,4,4,3,3,5,5,3,4,3,5,2,5,5,3,4,4,4,4,4,5,5,3,3,4,3,4,1,1,3.2,3.8,4,3.4
45,Male,1,ltuni,full-time,87500,NA,14,4,Small Town,Canada,Married,0,0,3,3,3,3,3,4,4,2,3,3,2,3,4,3,3,4,5,5,5,4,4,1,3,4,3,2,3,4,4,5,1,3,3,4,4,5,5,3,4,3,3,4,4,4,5,1,1,3,3.6,3.4,4
55,Female,0,deg,unemployed,1e4,NA,0,0,Small Town,Canada,Divorced,0,0,5,5,3,3,3,3,3,1,3,5,5,3,5,5,5,4,3,5,3,5,5,4,2,5,5,3,5,3,5,3,4,5,5,4,5,5,4,5,5,5,4,4,4,3,2,1,0,3.8,3.87,4.35,3.4
45,Male,1,lthigh,full-time,15e3,NA,7,0,Small Town,Canada,Married,0,2,5,5,1,5,5,5,1,5,3,4,1,5,3,3,5,4,1,1,1,5,5,3,5,1,3,5,5,4,5,5,5,5,5,5,5,5,5,3,5,5,3,3,4,4,1,1,1,4.2,3.13,4.45,3
20,Male,0,ltuni,student,1e4,NA,NA,0,Small Town,Canada,Single,0,0,4,4,3,2,2,2,4,3,4,4,4,4,3,3,3,3,5,4,4,3,3,3,4,5,2,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,3,3,3,3,3,1,1,3,3.53,3.85,3
28,Female,0,deg,full-time,35e3,NA,0,8,Small Town,Canada,Single,0,0,3,4,3,3,3,1,3,1,4,4,1,5,3,2,4,2,4,2,4,4,4,2,3,4,3,4,5,2,2,3,3,4,2,2,4,3,4,2,2,4,2,4,3,3,3,1,1,3.2,2.93,3.1,3
37.5,Female,0,deg,full-time,55e3,NA,6,0,Rural/Country,Canada,Single,0,0,3,3,3,2,2,2,2,5,4,4,2,4,4,3,4,3,4,3,2,5,5,2,3,2,4,3,4,3,4,3,4,5,3,3,4,4,3,5,4,4,3,4,3,4,3,1,1,2.6,3.4,3.6,3.4
28,Female,0,ltuni,student,1e4,NA,1,0,Village,Canada,Single,0,0,4,4,4,3,3,4,2,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,2,2,2,3,1,1,1,3.6,3.67,3.75,2
45,Female,0,deg,part-time,35e3,NA,1,6,Medium-Sized,Canada,Widowed,0,0,3,3,2,1,1,1,1,3,2,2,2,3,1,1,2,2,3,2,1,1,4,1,2,1,2,3,3,3,4,1,1,3,2,3,3,3,1,4,3,3,5,5,4,4,4,0,0,2,1.8,2.5,4.4
28,Male,0,deg,full-time,87500,NA,2,0,Village,Canada,Single,0,0,3,4,5,4,3,1,1,5,4,3,4,1,3,2,4,4,3,2,3,2,3,2,2,5,3,5,3,4,4,5,4,3,2,5,3,5,2,4,3,4,2,3,3,3,2,1,0,3.8,2.8,3.55,2.6
55,Male,1,phd,full-time,67500,NA,10,0,Village,Canada,Married,1,0,2,4,3,2,2,4,4,2,4,5,4,4,4,5,5,4,4,5,4,5,4,4,4,4,5,4,5,4,5,4,5,5,3,5,4,4,4,5,4,4,3,2,2,4,2,1,1,2.6,4.2,4.3,2.6
28,Male,0,ltuni,unemployed,25e3,NA,0,0,Village,Canada,Single,0,0,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,4,5,3,5,5,3,3,3,5,3,5,5,5,5,5,5,4,4,4,5,5,5,5,5,2,3,3,2,1,1,1,5,4.53,4.45,2.2
