CntryOfRes,Age,Gender,HasKids,EduLvl,WorkStatus,AnnualIncome,Occupation,YrsJobHeld,MosJobHeld,CommunitySz,MaritalStat,NumSons,NumDaughters,DP1,DP2,DP3,DP4,DP5,AIP1,AIP2,AIP3,AIP4,AIP5,AIP6,AIP7,AIP8,AIP9,AIP10,AIP11,AIP12,AIP13,AIP14,AIP15,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP9,GP10,GP11,GP12,GP13,GP14,GP15,GP16,GP17,GP18,GP19,GP20,SWLS1,SWLS2,SWLS3,SWLS4,SWLS5,SelfLabeled,OthersLabel,DPMean,AIPMean,GPMean,SWLSMean,HDI,hdi_group
Italy,55,Female,1,ltuni,full-time,NA,Education,10,0,Small Town,Divorced,0,1,4,2,3,2,2,1,1,1,2,2,3,3,1,1,1,3,2,2,1,1,5,2,2,1,3,2,4,4,4,1,4,2,1,2,3,2,3,5,4,4,4,3,2,3,2,1,1,2.6,1.67,2.9,2.8,0.887,very high
Italy,55,Male,1,ma,full-time,25e4,entrepreneur,10,0,Large-City,Married,0,0,2,2,2,2,2,5,2,2,3,3,1,2,3,1,3,1,2,1,1,5,3,1,2,1,1,5,2,5,2,1,4,2,2,2,3,3,2,2,1,2,3,2,2,3,3,0,0,2,2.33,2.3,2.6,0.887,very high
Italy,45,Male,0,phd,full-time,15e4,Financial Advisor,4,0,Large-City,Separated,0,0,3,4,4,3,3,3,2,3,3,3,4,5,3,3,4,3,2,3,1,2,3,1,3,2,3,1,3,4,3,1,4,3,1,2,3,5,3,2,2,4,5,4,3,2,4,1,1,3.4,2.93,2.65,3.6,0.887,very high
Italy,55,Female,0,phd,retired,67500,retired,0,3,Large-City,Married,0,0,4,4,5,4,4,1,3,4,4,4,4,5,4,3,4,2,3,4,3,4,4,4,2,3,5,5,2,5,1,2,1,4,2,3,4,4,3,4,3,4,2,1,1,2,2,1,1,4.2,3.47,3.25,1.6,0.887,very high
Italy,32.5,Male,0,ma,full-time,25e3,NA,3,8,Small Town,Single,0,0,3,4,2,3,3,1,2,2,3,4,5,5,3,4,4,3,2,3,1,1,4,4,3,5,3,2,3,3,3,4,3,3,2,2,4,5,3,4,5,4,2,3,2,3,3,1,1,3,2.87,3.45,2.6,0.887,very high
Italy,67.5,Male,1,ma,retired,25e3,NA,2,0,Large-City,Separated,0,2,5,4,3,1,1,1,1,3,2,2,1,1,1,1,1,2,2,5,1,1,2,1,1,2,3,1,3,5,5,1,4,3,1,1,3,5,4,4,4,5,4,2,3,1,2,1,1,2.8,1.67,2.9,2.4,0.887,very high
Italy,67.5,Male,1,phd,full-time,25e4,free professionist,30,0,Small City,Married,1,7,3,2,3,2,2,1,1,2,1,1,4,2,3,2,2,5,5,1,1,1,3,1,3,3,2,2,1,3,3,5,5,1,5,5,4,3,2,3,4,2,1,4,4,3,3,1,0,2.4,2.13,3,3,0.887,very high
Italy,45,Male,1,ma,full-time,55e3,Agronomist,10,0,Medium-Sized,Married,1,0,2,2,2,2,3,3,3,3,4,4,4,4,1,1,5,5,5,5,5,5,5,1,5,5,5,1,5,5,1,1,5,2,3,2,1,4,3,4,1,4,4,2,1,2,3,1,1,2.2,3.8,3.15,2.4,0.887,very high
Italy,19,Female,0,high,student,NA,NA,0,0,Small Town,Single,0,0,4,5,5,4,4,2,4,2,5,5,5,5,3,5,5,1,5,5,5,2,5,4,5,5,5,5,3,5,4,5,1,5,2,3,4,5,5,4,5,3,1,3,2,1,1,1,1,4.4,3.93,4.15,1.6,0.887,very high
Italy,55,Male,1,ma,student,67500,Education,28,0,Large-City,Married,0,2,4,3,3,1,2,3,4,5,4,4,4,4,5,5,5,2,4,2,2,2,4,1,4,2,4,3,3,5,4,1,3,5,4,2,5,3,3,4,3,4,4,4,4,4,2,1,1,2.6,3.67,3.35,3.6,0.887,very high
Italy,19,Male,0,high,student,NA,NA,0,0,Small Town,Single,0,0,5,1,1,1,2,1,1,1,2,1,1,2,5,1,2,2,1,3,1,1,2,1,1,1,3,3,3,1,2,3,4,1,2,3,2,1,2,2,3,4,5,5,4,3,4,0,1,2,1.67,2.2,4.2,0.887,very high
Italy,45,Male,0,phd,full-time,35e3,NA,3,0,Large-City,Single,0,0,3,3,3,3,3,1,1,1,2,2,3,2,3,3,2,4,2,4,1,1,3,3,4,4,2,2,3,3,4,3,2,3,2,3,2,4,4,2,3,4,2,2,3,3,2,1,0,3,2.13,3,2.4,0.887,very high
Italy,20,Female,0,high,student,1e4,NA,2,2,Medium-Sized,Single,0,0,4,4,5,3,3,1,5,2,5,5,1,3,3,3,5,2,5,3,5,2,3,4,4,5,3,5,3,5,4,5,5,5,2,5,5,5,5,4,3,5,1,1,1,1,2,1,1,3.8,3.33,4.25,1.2,0.887,very high
Italy,55,Male,1,deg,full-time,67500,manager,7,0,Medium-Sized,Married,1,1,2,2,4,2,2,2,4,4,2,1,2,2,5,3,2,1,3,4,2,1,2,1,2,1,4,3,3,3,2,2,3,2,3,4,3,2,2,3,2,4,4,4,4,4,4,1,0,2.4,2.53,2.55,4,0.887,very high
Italy,28,Male,0,ma,full-time,25e3,Financial Advisor,6,0,Large Town,Single,0,0,3,3,2,2,2,1,1,1,3,2,3,1,2,2,2,2,2,1,2,2,3,1,2,2,1,2,1,2,2,1,1,2,1,2,3,2,1,3,3,2,2,3,3,3,1,1,0,2.4,1.8,1.85,2.4,0.887,very high
Italy,55,Male,1,dip,full-time,87500,NA,17,0,Medium-Sized,Married,0,2,3,3,3,2,4,2,2,4,2,2,2,3,3,3,3,2,2,3,4,3,3,3,4,5,2,3,4,1,4,3,5,2,3,2,1,4,3,4,2,4,1,1,1,1,1,1,1,3,2.67,3.1,1,0.887,very high
Italy,28,Male,0,ma,full-time,35e3,dentist,3,0,Large-City,Single,0,0,4,4,4,4,4,2,5,2,4,5,5,4,2,5,5,3,5,4,5,5,4,4,4,4,4,2,4,5,5,5,4,4,4,4,3,4,4,2,4,2,2,3,2,2,2,1,1,4,4.07,3.8,2.2,0.887,very high
Italy,45,Male,1,phd,full-time,15e4,manager,8,6,Large-City,Divorced,0,0,4,5,5,3,4,5,5,5,4,5,1,5,5,1,4,5,5,5,1,4,1,3,5,5,1,4,4,5,4,2,1,4,5,4,5,5,4,4,4,4,3,4,3,4,1,1,1,4.2,4,3.7,3,0.887,very high
Italy,21,Female,0,ltuni,student,1e4,NA,0,0,Small Town,NA,0,0,5,4,1,3,3,1,4,3,5,4,2,2,3,4,4,3,5,4,5,2,4,3,2,5,4,4,4,3,4,4,2,4,3,3,4,3,3,4,4,4,4,3,4,2,4,1,NA,3.2,3.4,3.55,3.4,0.887,very high
Italy,45,Male,0,grade,full-time,15e4,director,7,0,Large-City,Single,0,0,4,4,4,3,3,3,2,2,3,3,3,4,4,3,4,3,3,3,4,3,3,2,3,3,3,2,4,3,5,4,3,4,3,3,4,3,3,4,3,3,3,3,3,3,1,1,1,3.6,3.13,3.25,2.6,0.887,very high
Italy,67.5,Male,1,ma,retired,67500,NA,0,0,Medium-Sized,Married,1,10,4,3,3,2,2,1,1,2,2,1,4,1,2,1,1,1,1,4,1,2,2,1,2,2,4,2,2,2,3,2,4,2,2,2,2,3,2,3,1,3,4,4,4,4,3,1,0,2.8,1.67,2.3,3.8,0.887,very high
Italy,45,Male,1,ma,full-time,NA,NA,2,0,Medium-Sized,Married,0,0,4,4,4,3,3,2,2,2,3,3,3,2,3,2,2,4,3,2,2,3,3,2,2,2,2,2,2,3,3,4,4,3,2,3,3,3,3,2,3,2,3,2,3,3,2,1,0,3.6,2.53,2.65,2.6,0.887,very high
Italy,37.5,Male,0,ma,full-time,25e3,NA,0,0,Medium-Sized,Single,0,0,1,1,3,3,2,1,1,2,1,1,1,1,1,1,1,1,5,2,1,3,2,1,1,1,1,2,1,3,2,1,5,1,1,3,1,3,1,3,1,1,2,3,2,2,3,0,0,2,1.53,1.75,2.4,0.887,very high
Italy,32.5,Female,0,ltuni,unemployed,NA,NA,0,0,Small City,Single,0,0,4,4,4,4,4,2,4,5,5,4,5,4,4,2,5,3,3,4,1,5,4,2,3,3,4,5,4,4,4,2,3,4,3,4,4,2,3,4,5,4,4,2,1,1,5,1,0,4,3.73,3.55,2.6,0.887,very high
Italy,55,Male,1,ma,full-time,15e4,Education,23,0,Large-City,Married,1,1,4,4,4,4,4,2,3,3,3,3,2,4,4,4,4,5,3,4,2,4,4,3,4,3,2,4,4,4,4,3,3,4,3,4,4,4,4,4,3,4,3,3,4,4,4,1,1,4,3.33,3.6,3.6,0.887,very high
Italy,22,Female,0,ltuni,student,NA,NA,0,0,Large-City,Single,0,0,2,4,4,4,4,3,4,4,4,4,4,5,4,3,3,4,3,3,2,3,4,4,4,5,4,4,4,4,5,3,2,3,2,2,4,4,4,4,5,4,2,3,3,2,1,1,1,3.6,3.53,3.75,2.2,0.887,very high
Italy,55,Female,0,ltuni,part-time,1e4,Education,14,0,Small City,Married,0,0,5,5,5,3,3,2,3,5,4,4,5,3,4,4,4,2,4,3,5,2,5,1,4,5,5,1,5,5,5,1,5,5,2,3,4,5,4,4,5,5,2,3,1,2,1,1,1,4.2,3.6,3.95,1.8,0.887,very high
Italy,45,Female,1,ma,full-time,25e3,coordinatore operativo,10,0,Medium-Sized,Married,1,1,1,1,1,1,1,4,5,4,4,3,5,3,4,3,3,3,4,3,5,3,4,2,4,5,4,1,1,1,3,4,1,2,2,2,4,3,3,3,2,1,5,5,5,5,4,0,1,1,3.73,2.6,4.8,0.887,very high
Italy,45,Female,0,ltuni,part-time,1e4,Education,13,0,Large-City,Married,0,0,5,5,5,3,3,2,2,5,3,3,4,4,4,4,4,2,3,2,5,2,5,1,3,5,5,2,5,5,5,3,1,5,3,3,4,5,4,5,5,5,2,3,1,3,1,1,1,4.2,3.27,3.95,2,0.887,very high
Italy,37.5,Female,1,phd,part-time,25e4,Education,4,0,Large-City,Married,1,0,4,4,4,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,1,5,4,3,3,3,3,3,3,4,4,5,3,4,3,2,5,4,4,4,4,3,3,3,3,3,2,1,NA,4,3.07,3.55,2.8,0.887,very high
Italy,28,Male,1,high,unemployed,55e3,NA,10,0,Medium-Sized,Single,4,3,1,1,1,1,1,5,5,5,1,1,1,1,5,1,1,5,5,5,1,1,1,1,5,5,1,5,1,5,1,1,5,1,5,5,5,1,1,5,1,5,1,1,1,1,1,1,1,1,2.87,3,1,0.887,very high
Italy,28,Female,0,ltuni,full-time,15e3,Education,14,0,Large Town,Married,0,0,5,4,5,5,5,5,5,4,5,5,5,5,1,2,5,5,5,4,1,4,3,1,5,1,2,5,5,5,1,1,1,5,1,1,1,4,4,2,5,5,1,1,1,1,2,1,1,4.8,4.07,2.9,1.2,0.887,very high
Italy,67.5,Female,1,ma,retired,87500,President Nongovernmental organization,4,6,Large Town,Married,0,1,3,3,2,2,3,1,1,3,1,3,3,3,3,2,3,2,1,2,1,2,3,2,2,1,2,3,3,3,3,2,1,3,2,2,3,2,1,3,2,3,4,4,4,4,4,1,1,2.6,2.07,2.3,4,0.887,very high
Italy,21,Female,0,ltuni,student,NA,NA,0,0,Small Town,Single,0,0,3,4,4,3,3,1,1,2,3,2,1,5,3,2,4,4,2,4,1,3,4,3,2,4,2,3,3,4,3,1,3,4,2,2,5,5,4,4,5,4,3,3,3,1,2,1,1,3.4,2.53,3.35,2.4,0.887,very high
Italy,28,Female,0,ma,student,15e3,NA,3,0,Large-City,Single,0,0,3,5,3,3,2,4,2,3,3,3,3,5,1,3,3,3,5,5,1,5,5,2,4,3,3,1,5,3,5,5,3,3,3,3,3,5,5,4,5,4,5,2,2,3,3,1,1,3.2,3.27,3.7,3,0.887,very high
Italy,37.5,Male,1,deg,full-time,NA,NA,10,0,Rural/Country,Married,1,1,4,5,5,4,4,3,5,5,5,5,5,5,4,4,5,4,5,2,5,5,5,4,3,2,3,3,3,4,4,5,4,4,4,5,5,5,4,5,4,4,4,4,4,4,3,1,1,4.4,4.47,4,3.8,0.887,very high
Italy,19,Female,0,ltuni,student,NA,NA,0,0,Village,Single,0,0,4,5,1,2,2,2,4,5,4,4,2,4,5,5,5,2,5,3,5,2,5,3,3,3,3,1,5,3,5,5,2,5,3,2,5,4,4,5,3,5,3,3,3,2,3,1,1,2.8,3.8,3.7,2.8,0.887,very high
Italy,80,Female,1,deg,retired,15e3,NA,0,0,Rural/Country,Widowed,4,1,3,2,1,1,1,1,1,4,1,1,1,1,3,1,1,1,2,3,1,1,2,1,3,1,4,1,1,1,2,1,2,2,1,1,3,1,1,1,1,2,5,5,5,5,4,0,0,1.6,1.53,1.6,4.8,0.887,very high
Italy,55,Male,1,phd,full-time,15e4,NA,0,0,Small Town,Separated,0,0,3,3,1,2,2,1,1,5,3,3,4,1,3,1,3,1,2,1,2,4,4,2,2,4,1,1,4,2,4,2,2,5,1,1,3,5,2,4,3,4,3,5,4,4,2,1,0,2.2,2.33,2.8,3.6,0.887,very high
Italy,22,Male,0,dip,student,NA,NA,NA,0,Small Town,Single,0,0,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,3,5,4,5,5,5,1,1,5,5,2,4,4,4,5,5,4,3,2,5,5,4,5,5,5,2,4,1,2,2,1,1,4,4.33,3.95,2.2,0.887,very high
Italy,24,Male,0,deg,student,1e4,NA,NA,0,Medium-Sized,Single,0,0,4,3,2,2,2,1,1,2,3,4,5,4,4,4,4,2,1,1,1,2,4,1,2,2,1,1,4,2,4,1,4,4,1,1,4,4,2,4,4,3,3,3,2,3,4,1,1,2.6,2.6,2.65,3,0.887,very high
Italy,25,Male,0,deg,student,NA,NA,2,0,Small City,Single,0,0,4,5,5,5,5,2,1,5,4,4,5,3,5,5,3,4,2,4,1,3,4,5,3,5,4,3,4,5,4,4,2,4,2,3,5,5,5,4,4,5,3,3,4,4,3,1,0,4.8,3.4,4,3.4,0.887,very high
Italy,37.5,Female,0,deg,student,15e3,NA,5,0,Medium-Sized,Single,0,0,3,3,3,2,1,2,3,2,3,3,4,3,3,2,4,1,2,2,3,3,3,3,3,4,3,3,3,2,2,2,4,2,2,1,4,3,3,3,1,2,2,3,3,2,1,0,1,2.4,2.67,2.65,2.2,0.887,very high
Italy,45,Female,0,ma,part-time,67500,interpreter,14,0,Large-City,Divorced,0,0,5,4,3,1,3,1,1,1,1,1,1,1,1,5,1,3,1,3,1,1,4,1,1,1,1,4,3,1,5,1,1,2,1,1,3,2,1,4,5,3,5,5,4,5,5,0,0,3.2,1.53,2.25,4.8,0.887,very high
Italy,28,Female,0,high,student,1e4,NA,28,0,Small City,Single,0,0,4,2,4,5,3,1,1,4,3,3,1,5,3,1,3,1,1,2,1,2,4,1,1,3,1,3,2,4,1,1,2,5,1,1,3,4,3,3,5,4,4,4,3,3,4,0,1,3.6,2.13,2.6,3.6,0.887,very high
Italy,28,Female,1,ltuni,student,NA,NA,0,0,Small City,Separated,0,1,5,5,3,2,3,4,4,4,2,5,5,5,5,5,5,3,4,4,3,5,5,4,2,5,2,5,4,3,4,2,2,5,4,4,5,3,4,5,5,4,5,1,1,1,1,1,1,3.6,4.2,3.85,1.8,0.887,very high
Italy,37.5,Male,1,deg,full-time,55e3,self-employed translator,0,0,Large-City,Married,1,0,4,2,5,3,3,2,5,4,1,3,2,5,5,3,3,4,5,3,4,2,4,1,3,4,2,3,3,5,5,4,1,4,1,2,3,4,4,4,3,4,2,3,3,2,4,1,1,3.4,3.4,3.2,2.8,0.887,very high
Italy,55,Female,1,ma,full-time,25e3,NA,NA,0,Village,Married,1,1,2,2,4,3,3,1,1,1,4,2,3,2,2,3,2,2,2,4,2,3,2,3,2,2,3,3,3,4,3,2,3,3,1,3,4,4,2,2,2,2,3,3,3,4,3,0,0,2.8,2.27,2.65,3.2,0.887,very high
Italy,37.5,Female,0,ma,NA,NA,NA,6,0,Rural/Country,Single,0,0,4,4,4,4,2,4,5,5,5,4,5,4,4,4,5,4,5,3,4,4,5,4,4,3,5,2,3,5,5,5,2,5,4,3,5,5,5,4,5,5,3,3,2,2,2,1,0,3.6,4.33,4.2,2.4,0.887,very high
Jamaica,67.5,Female,1,dip,full-time,25e3,manager,14,0,Small Town,Married,1,2,4,4,4,3,3,2,1,3,3,3,5,4,3,2,3,5,2,3,2,3,4,2,2,5,5,2,3,3,4,1,3,4,3,3,4,5,5,4,4,3,4,4,5,5,4,1,0,3.6,2.93,3.45,4.4,0.73,high
Japan,32.5,Male,1,phd,student,1e4,NA,4,0,Village,Married,0,2,5,5,5,5,5,5,3,3,3,5,5,4,5,5,5,3,2,3,4,5,5,5,1,5,5,4,5,5,1,5,1,5,5,5,5,5,5,5,5,1,1,1,2,1,1,1,1,5,4,4.15,1.2,0.903,very high
Japan,45,Male,1,ma,full-time,25e4,NA,1,0,Village,Divorced,1,1,3,3,2,3,3,1,1,3,3,3,1,4,3,3,3,4,2,2,2,4,4,4,3,2,4,3,4,3,4,4,3,3,2,2,4,4,3,4,3,4,2,2,2,3,2,1,1,2.8,2.6,3.35,2.2,0.903,very high
Japan,32.5,Male,0,ma,student,15e3,NA,1,10,Village,Single,0,0,4,3,4,2,2,1,3,3,4,4,5,4,4,4,4,2,3,4,3,1,3,1,2,4,2,1,3,3,4,2,3,5,2,2,5,2,3,5,5,5,4,3,3,4,3,1,1,3,3.27,3.1,3.4,0.903,very high
Japan,32.5,Male,0,deg,unemployed,15e3,NA,10,0,Village,Single,0,0,4,4,3,3,3,3,4,4,4,5,5,4,5,4,4,4,5,3,3,3,3,2,3,4,5,3,5,3,4,3,3,4,4,3,4,5,3,4,5,4,2,2,2,3,4,1,1,3.4,4,3.7,2.6,0.903,very high
Japan,55,Female,0,ma,full-time,15e4,NA,17,0,Large-City,Married,0,0,4,4,4,3,2,1,1,3,4,3,2,2,2,2,4,4,3,2,3,2,4,2,3,3,3,3,4,4,4,2,4,4,3,3,3,3,3,4,4,4,3,3,3,3,3,1,NA,3.4,2.53,3.35,3,0.903,very high
Japan,37.5,Female,0,ma,full-time,35e3,Education,4,0,Medium-Sized,Single,0,0,4,4,4,2,2,1,1,2,2,3,3,1,3,1,3,2,1,3,1,3,5,1,1,4,4,4,5,3,2,1,3,4,2,2,3,3,3,4,5,5,2,2,2,2,1,1,1,3.2,2,3.2,1.8,0.903,very high
Japan,25,Male,0,deg,student,25e3,NA,2,0,Village,Single,0,0,3,2,1,1,1,5,3,5,4,4,4,5,4,2,4,5,5,4,3,4,4,2,4,4,2,2,3,4,4,4,4,4,4,2,4,4,4,4,4,4,2,3,2,4,3,1,1,1.6,4.07,3.55,2.8,0.903,very high
Japan,28,Female,0,deg,full-time,35e3,Education,0,6,Medium-Sized,Married,0,0,3,2,4,2,2,2,2,2,4,2,1,5,3,2,4,3,2,3,1,3,3,3,3,3,3,2,4,3,5,4,3,5,2,2,4,4,3,3,4,3,4,4,5,5,3,1,1,2.6,2.6,3.3,4.2,0.903,very high
Japan,28,Male,0,ma,full-time,45e3,Software & IT,3,0,Large-City,Single,0,0,3,3,5,3,3,2,3,4,4,4,3,4,4,4,4,2,4,2,2,3,3,2,2,4,3,1,3,3,3,3,3,3,2,2,3,3,2,3,3,3,4,3,4,4,3,1,1,3.4,3.27,2.7,3.6,0.903,very high
Japan,28,Female,0,ltuni,full-time,25e3,Translator,1,1,Large-City,Single,0,0,5,5,5,5,5,1,2,5,4,2,2,5,5,3,5,2,3,2,4,4,4,3,3,5,5,2,4,4,5,4,5,5,1,3,4,4,4,3,5,3,3,4,3,4,3,1,1,5,3.27,3.8,3.4,0.903,very high
Japan,28,Female,0,phd,full-time,55e3,Astrohysicist,0,10,Large-City,Married,0,0,4,4,4,4,4,3,3,3,4,3,4,4,5,3,5,3,3,3,3,5,5,3,4,4,4,3,3,4,5,4,4,5,3,3,4,4,4,4,4,4,3,4,3,3,2,1,1,4,3.6,3.9,3,0.903,very high
Japan,28,Male,0,phd,full-time,55e3,NA,1,0,Large-City,Married,0,0,4,4,5,2,2,2,2,2,2,2,1,2,3,2,2,4,2,4,2,5,3,3,5,3,3,4,3,4,3,2,4,3,4,4,3,5,4,3,3,2,4,4,4,4,2,0,0,3.4,2.47,3.4,3.6,0.903,very high
Japan,22,Male,0,ltuni,student,35e3,NA,0,0,Large-City,Single,0,0,1,1,5,1,1,1,2,1,5,3,4,5,2,3,1,1,1,2,2,4,4,1,1,1,1,1,5,1,1,1,5,1,1,1,1,5,4,1,4,1,3,2,2,3,1,1,0,1.8,2.47,2.05,2.2,0.903,very high
Kazakhstan,80,Male,1,ltuni,retired,25e4,retired,14,7,Medium-Sized,Married,0,7,5,1,5,4,4,1,1,1,1,2,3,1,2,2,1,1,1,2,3,3,5,3,2,1,4,1,5,4,3,1,5,2,2,4,2,4,3,4,4,3,3,4,3,5,2,1,1,3.8,1.67,3.1,3.4,0.794,high
Kenya,23,Female,0,deg,full-time,35e3,NA,0,3,Village,Single,0,0,5,5,5,1,1,1,5,5,5,4,2,4,4,5,4,1,4,1,5,5,4,2,4,5,3,3,3,5,4,4,2,4,2,2,4,5,1,4,4,4,3,3,3,2,3,1,1,3.4,3.67,3.45,2.8,0.555,medium
Lithuania,25,Male,0,deg,full-time,15e3,NA,0,0,Small Town,Single,0,0,5,5,5,4,4,1,1,4,1,2,5,5,4,4,5,4,3,1,1,5,4,3,4,4,1,4,3,5,2,1,2,4,3,2,4,5,5,4,5,4,5,5,4,5,5,1,1,4.6,3.07,3.45,4.8,0.848,very high
Luxembourg,45,Female,0,deg,full-time,NA,Civil servant,17,0,Small City,Separated,0,0,2,2,5,2,2,1,1,2,2,1,2,2,4,1,4,1,2,1,2,2,4,1,1,2,1,1,4,2,3,2,4,3,1,2,3,1,2,3,3,3,2,4,3,3,4,1,1,2.6,1.87,2.3,3.2,0.898,very high
Macao,45,Male,1,deg,full-time,67500,NA,17,0,Medium-Sized,Married,0,3,5,4,3,4,4,4,4,4,5,5,4,5,4,5,5,4,5,5,5,5,3,4,3,3,4,3,4,3,4,3,3,4,2,3,5,4,4,4,5,4,2,3,2,1,4,1,1,4,4.6,3.6,2.4,NA,NA
Macedonia,55,Female,0,phd,full-time,1e4,NA,5,0,Small Town,Married,0,0,4,4,4,2,2,3,2,5,2,4,4,3,4,3,4,3,2,3,2,3,4,3,2,2,3,2,3,3,4,4,3,4,3,4,4,4,4,5,5,4,3,3,2,3,2,1,0,3.2,3.13,3.5,2.6,0.748,high
Malaysia,32.5,Male,1,phd,full-time,45e3,NA,3,0,Village,Married,1,0,3,2,3,2,2,1,2,4,2,3,1,1,3,2,3,4,3,4,2,2,3,2,4,3,4,3,3,4,4,3,5,3,3,4,3,5,5,4,3,5,3,4,4,3,3,0,0,2.4,2.47,3.65,3.4,0.789,high
Malaysia,45,Female,0,deg,part-time,25e3,Financial Advisor,0,6,Large Town,Divorced,0,0,5,5,3,5,5,5,5,5,1,5,3,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4.6,4.33,5,1,0.789,high
Malaysia,20,Female,0,deg,student,1e4,NA,0,0,Medium-Sized,Single,0,0,4,4,4,3,3,1,3,4,4,3,3,5,5,3,5,2,4,5,3,2,3,1,3,5,5,5,2,4,4,3,3,5,4,4,5,5,5,4,3,4,2,2,3,2,2,1,1,3.6,3.47,3.85,2.2,0.789,high
Malaysia,20,Male,0,deg,student,NA,NA,2,0,Village,Single,0,0,3,1,5,1,1,1,3,5,5,2,5,5,4,1,5,1,1,1,3,1,2,1,1,3,1,3,1,1,2,1,5,1,1,3,3,5,5,2,3,1,4,4,4,3,3,1,0,2.2,2.87,2.25,3.6,0.789,high
Malta,32.5,Female,0,ma,full-time,67500,NA,2,0,Rural/Country,Single,0,0,3,3,2,2,2,3,3,4,4,4,4,2,3,2,4,4,3,3,3,2,4,1,1,4,4,1,2,2,2,3,3,3,3,1,3,3,4,3,3,3,1,3,3,2,1,1,0,2.4,3.2,2.65,2,0.856,very high
Malta,45,Female,1,high,part-time,1e4,Software & IT,30,0,Small Town,Married,0,1,4,1,1,1,1,1,3,2,4,2,1,5,1,1,2,1,5,1,4,4,2,1,1,1,4,2,1,1,3,3,5,5,1,1,1,2,4,1,1,3,4,3,3,4,1,1,1,1.6,2.47,2.15,3,0.856,very high
Mexico,45,Female,0,ma,full-time,35e3,journalist (freelance),5,8,Large-City,Single,0,0,4,3,2,2,2,1,3,2,5,5,5,5,4,5,5,5,5,1,5,5,5,1,2,5,3,3,3,3,5,3,5,5,1,1,4,3,3,5,5,5,4,4,4,3,3,1,1,2.6,4.07,3.5,3.6,0.762,high
Mexico,80,Female,0,high,retired,15e3,NA,0,0,Large Town,Divorced,0,0,5,5,5,5,5,3,4,4,5,5,5,3,5,3,5,4,3,5,4,5,5,2,3,5,5,3,5,5,5,5,5,4,3,4,5,4,3,5,5,4,3,3,3,3,2,1,1,5,4.2,4.25,2.8,0.762,high
Mexico,67.5,Female,1,deg,retired,35e3,retired,9,0,Medium-Sized,Widowed,0,1,3,3,2,2,1,1,2,5,4,4,4,2,3,3,4,4,4,5,3,4,4,2,4,3,3,2,3,4,3,2,3,4,2,2,4,5,4,4,2,4,3,4,4,4,2,1,1,2.2,3.47,3.2,3.4,0.762,high
Mexico,28,Male,0,deg,part-time,25e3,Education,0,6,Large-City,Single,0,0,4,4,4,3,3,1,4,4,5,2,1,4,4,3,5,1,4,2,5,2,4,2,4,2,2,2,5,4,5,5,5,4,1,5,4,5,4,5,4,5,2,2,3,4,3,1,1,3.6,3.13,3.85,2.8,0.762,high
Mexico,32.5,Female,0,ma,full-time,35e3,Sales,5,2,Large-City,Single,0,0,2,1,1,1,1,2,2,5,4,3,1,3,4,1,3,5,4,2,3,2,2,2,2,5,1,2,2,2,3,2,4,3,2,2,3,2,3,3,3,2,4,4,4,3,4,1,1,1.2,2.93,2.5,3.8,0.762,high
Mexico,45,Male,1,ma,full-time,45e3,NA,2,7,Village,Married,3,0,4,4,4,2,2,1,1,1,2,2,5,3,2,1,1,4,1,1,1,1,3,1,3,1,2,2,1,2,2,1,5,2,1,5,3,4,1,2,2,5,2,2,3,4,4,1,0,3.2,1.8,2.4,3,0.762,high
Mexico,45,Male,1,deg,full-time,15e4,NA,5,0,Village,Married,1,2,4,4,4,3,3,1,1,2,3,4,4,3,3,2,3,2,2,2,5,4,5,3,3,3,2,2,4,4,4,3,3,4,2,4,4,5,5,4,5,3,4,4,2,3,3,1,0,3.6,2.73,3.6,3.2,0.762,high
Mexico,32.5,Female,1,ma,full-time,45e3,NA,1,9,Village,Married,0,1,4,3,2,2,3,2,1,4,3,2,3,3,4,3,3,4,2,3,2,3,3,3,4,3,3,3,3,4,3,2,3,3,2,3,3,4,3,3,3,3,3,4,3,4,3,1,1,2.8,2.8,3.05,3.4,0.762,high
Mexico,25,Female,0,dip,part-time,1e4,NA,0,6,Village,Single,0,0,4,3,2,2,2,1,1,3,3,1,1,3,3,3,2,4,1,2,1,2,2,1,1,1,3,3,3,3,3,1,2,3,2,2,2,2,2,3,4,3,4,4,4,4,4,0,0,2.6,2.07,2.3,4,0.762,high
Mexico,67.5,Female,1,ma,part-time,35e3,NA,5,0,Medium-Sized,Married,1,1,2,3,3,2,2,2,2,4,4,2,2,2,3,2,2,4,3,3,3,3,2,2,3,2,4,2,2,3,3,2,3,3,2,2,3,2,2,3,2,4,4,4,4,4,3,0,0,2.4,2.73,2.55,3.8,0.762,high
Mexico,28,Male,1,deg,full-time,35e3,NA,8,0,Large Town,Married,0,1,4,4,4,4,4,2,3,3,4,5,5,3,3,4,5,4,5,5,3,4,4,1,2,2,1,2,3,4,5,2,2,4,2,4,4,5,5,3,5,4,4,2,4,4,5,1,1,4,3.87,3.2,3.8,0.762,high
